"countrycode","year","cluster","requirements","funding","percentfunded"
"PHL","2014","Emergency Shelter","8772503","3194201","36"
"PHL","2014","Food Security","4000000","4277722","107"
"PHL","2014","Health","4865000","1353031","28"
"PHL","2014","Logistics","318702","200000","63"
"PHL","2014","Nutrition","1000000","466749","47"
"PHL","2014","Protection","827113","615173","74"
"PHL","2014","WASH","3775000","3908908","104"
"PHL","2014","CCCM","1500000","1252412","83"
"PHL","2014","Education","1100000","210000","19"
"PHL","2014","Emergency Shelter","2000000","1766122","88"
"PHL","2014","Food and Agriculture","600215","600215","100"
"PHL","2014","Health","1553000","549983","35"
"PHL","2014","Logistics","199998","199998","100"
"PHL","2014","Nutrition","288414","210000","73"
"PHL","2014","Protection, incl. child protection and SGBV","1253960","499456","40"
"PHL","2014","WASH","1650000","689668","42"
"PHL","2014","CCCM","7983641","4408167","55"
"PHL","2014","Coordination","10660393","8849155","83"
"PHL","2014","Early Recovery and Livelihood","115132049","33791729","29"
"PHL","2014","Education","44900000","27608504","61"
"PHL","2014","Emergency Shelter","172927513","80243485","46"
"PHL","2014","Emergency Telecommunications (ETC)","3113854","1787120","57"
"PHL","2014","Food Security and Agriculture","182285327","132921879","73"
"PHL","2014","Health","79431944","54086343","68"
"PHL","2014","Logistics","19777000","22799694","115"
"PHL","2014","Nutrition","15029559","14492736","96"
"PHL","2014","Protection","43499716","22405130","52"
"PHL","2014","WASH","81007660","61534095","76"
"PHL","2013","CCCM","2820000","2395348","85"
"PHL","2013","COORDINATION","2443891","2323611","95"
"PHL","2013","EARLY RECOVERY","9212822","2012138","22"
"PHL","2013","EDUCATION","3782413","1002791","27"
"PHL","2013","EMERGENCY SHELTER","20846210","9241584","44"
"PHL","2013","FOOD AND AGRICULTURE","25807255","19494081","76"
"PHL","2013","HEALTH","5370123","2273632","42"
"PHL","2013","LIVELIHOOD","2735965","1817846","66"
"PHL","2013","LOGISTICS","1100000","1096790","100"
"PHL","2013","NUTRITION","3397843","1090411","32"
"PHL","2013","PROTECTION, INCL. CHILD PROTECTION AND SGBV","10651391","5061698","48"
"PHL","2013","WASH","7244754","5092934","70"
"PHL","2012","CCCM","2414908","860491","36"
"PHL","2012","COORDINATION","1744724","1638301","94"
"PHL","2012","EARLY RECOVERY","1487500","704433","47"
"PHL","2012","EDUCATION","1652128","293620","18"
"PHL","2012","EMERGENCY SHELTER","5388404","4096801","76"
"PHL","2012","FOOD AND AGRICULTURE","17676024","15248158","86"
"PHL","2012","HEALTH","4540702","1687346","37"
"PHL","2012","LIVELIHOOD","734500","614132","84"
"PHL","2012","LOGISTICS","400002","400002","100"
"PHL","2012","PROTECTION, INCL. CHILD PROTECTION AND SGBV","8926657","4945195","55"
"PHL","2012","WASH","5787031","4771984","82"
"PHL","2011","CCCM","4015662","1499985","37"
"PHL","2011","COORDINATION","324759","269494","83"
"PHL","2011","EDUCATION","2828150","1735915","61"
"PHL","2011","FOOD AND AGRICULTURE","11941675","10072374","84"
"PHL","2011","HEALTH","2526948","707546","28"
"PHL","2011","LOGISTICS","350000","200069","57"
"PHL","2011","NUTRITION","2014000","656548","33"
"PHL","2011","PROTECTION, INCL. CHILD PROTECTION AND SGBV","5537704","1788514","32"
"PHL","2011","WASH","2643322","1019762","39"
"PHL","2009","AGRICULTURE","10000000","3547196","35"
"PHL","2009","CAMP COORDINATION/CAMP MANAGEMENT & NFIs","8835349","1381893","16"
"PHL","2009","COORDINATION","1016897","1093283","108"
"PHL","2009","EDUCATION","8277878","327678","4"
"PHL","2009","FOOD ","55451068","35132198","63"
"PHL","2009","HEALTH","11518131","4731937","41"
"PHL","2009","LOGISTICS AND EMERGENCY TELECOMMUNICATIONS","6496268","5377953","83"
"PHL","2009","NUTRITION","780070","429798","55"
"PHL","2009","PROTECTION ","5596500","475691","8"
"PHL","2009","SHELTER ","16344914","1299949","8"
"PHL","2009","WASH","10377470","3014883","29"
"PHL","2006","RECOVERY","36351605","3522092","10"
"PHL","2006","RELIEF","12352336","3053682","25"
"PRK","2020","Food Security","29000000","1383272","5"
"PRK","2020","Health","21000000","12193234","58"
"PRK","2020","Nutrition","50000000","14983050","30"
"PRK","2020","WASH","7000000","1757181","25"
"PRK","2020","Health COVID-19","23913800","1664959","7"
"PRK","2020","Nutrition COVID-19","3978362","0","0"
"PRK","2019","Food Security","28464563","3867150","14"
"PRK","2019","Health","32171025","10091855","31"
"PRK","2019","Nutrition","50526527","23528873","47"
"PRK","2019","WASH","9183775","2356825","26"
"PRK","2018","Food Security (including Agriculture)","26104934","7552027","29"
"PRK","2018","Health","36897685","6267921","17"
"PRK","2018","Nutrition","38627531","16532534","43"
"PRK","2018","Water, Sanitation and Hygiene (WASH)","9586850","2061013","21"
"PRK","2017","FOOD SECURITY","29713959","3197634","11"
"PRK","2017","HEALTH","36550000","4373978","12"
"PRK","2017","NUTRITION","39018816","25949305","67"
"PRK","2017","Water, Sanitation & Hygiene (WASH)","8220000","1549679","19"
"PRK","2016","Food Security","26152127","5374712","21"
"PRK","2016","Health","35807671","5863792","16"
"PRK","2016","Nutrition","58742070","20999138","36"
"PRK","2016","Shelter","1062000","333219","31"
"PRK","2016","WASH","19322854","5209581","27"
"PRK","2015","Food/Nutrition","87895000","16096758","18"
"PRK","2015","Health","17000000","6024179","35"
"PRK","2015","WASH","5000000","1294968","26"
"PRK","2012","AGRICULTURE","13000000","4494702","35"
"PRK","2012","HEALTH","27472000","8552193","31"
"PRK","2012","NUTRITION","151174562","90839582","60"
"PRK","2011","FOOD SECURITY","182810000","58600160","32"
"PRK","2011","HEALTH AND NUTRITION","26380000","12870566","49"
"PSE","2026","Coordination, Thematics and System Support","175594351","6414608","4"
"PSE","2026","Education","197686536","9684817","5"
"PSE","2026","Food Security","1257544309","55727507","4"
"PSE","2026","Health","485796939","70968680","15"
"PSE","2026","Multi-purpose Cash Assistance","592625000","3370126","1"
"PSE","2026","Nutrition","231566600","6547097","3"
"PSE","2026","Protection","332748667","26134237","8"
"PSE","2026","Shelter","193730638","5674872","3"
"PSE","2026","Site Management","70499998","1718349","2"
"PSE","2026","Water, Sanitation and Hygiene","473473500","5135015","1"
"PSE","2025","Coordination and Support Services","285054038","42615101","15"
"PSE","2025","Education","230331261","53213559","23"
"PSE","2025","Emergency Telecommunications","2520000","1791342","71"
"PSE","2025","Food Security","1303588029","803512958","62"
"PSE","2025","Health","596090390","325268960","55"
"PSE","2025","Logistics","74750000","39964467","53"
"PSE","2025","Multi-purpose Cash Assistance","370261781","292548256","79"
"PSE","2025","Nutrition","203000000","43329505","21"
"PSE","2025","Protection","275665132","137920873","50"
"PSE","2025","Shelter and non-Food Items","249680000","86170823","35"
"PSE","2025","Site Management","81345050","592926","1"
"PSE","2025","Water, Sanitation and Hygiene","400773001","103171451","26"
"PSE","2024","Coordination and Support Services","195977725","139486656","71"
"PSE","2024","Education","175492785","74868657","43"
"PSE","2024","Emergency Telecommunications","2190530","274123","13"
"PSE","2024","Food Security","930362613","1162306968","125"
"PSE","2024","Health","510608680","358348428","70"
"PSE","2024","Logistics","23189581","74535467","321"
"PSE","2024","Multi-Purpose Cash Assistance","293440399","67638930","23"
"PSE","2024","Nutrition","159902458","50519286","32"
"PSE","2024","Protection","188625201","149340562","79"
"PSE","2024","Shelter and Non-Food Items","525182246","142261627","27"
"PSE","2024","Site Management","39721806","28220940","71"
"PSE","2024","Water, Sanitation and Hygiene","378161910","193062405","51"
"PSE","2023","Coordination and Support Services","9533315","5046348","53"
"PSE","2023","Education","26222156","16034084","61"
"PSE","2023","Food Security","209809128","226623312","108"
"PSE","2023","Health","34617749","28979401","84"
"PSE","2023","Multi-cluster/Multi-Purpose Cash","14247547","27733610","195"
"PSE","2023","Protection","30125434","40004912","133"
"PSE","2023","Shelter and NFI Cluster","26136745","15885525","61"
"PSE","2023","WASH","26037127","6140386","24"
"PSE","2023","Coordination and Support Services","31677608","23554601","74"
"PSE","2023","Education","58599683","24415171","42"
"PSE","2023","Food Security","155488043","156985008","101"
"PSE","2023","Health","102077500","67483012","66"
"PSE","2023","Logistics","5708628","5739602","101"
"PSE","2023","Multi-purpose Cash Assistance","51762290","27074310","52"
"PSE","2023","Nutrition","14390249","12279255","85"
"PSE","2023","Protection","25878492","24606105","95"
"PSE","2023","Shelter and Non-Food Items","107059464","72396566","68"
"PSE","2023","Water, Sanitation and Hygiene","76046880","47204777","62"
"PSE","2022","Coordination and Support Services","13310395","4105494","31"
"PSE","2022","Education","37266934","37758705","101"
"PSE","2022","Food Security","271144107","228036875","84"
"PSE","2022","Health","48402400","52304272","108"
"PSE","2022","Protection","47143024","26677570","57"
"PSE","2022","Shelter and NFI Cluster","60617187","42601562","70"
"PSE","2022","WASH","31988155","29456830","92"
"PSE","2021","Coordination and Support Services","10710499","8511743","79"
"PSE","2021","Education","25302737","19683628","78"
"PSE","2021","Food Security","261675900","194496819","74"
"PSE","2021","Health","46388295","39485681","85"
"PSE","2021","Protection","29907831","19032639","64"
"PSE","2021","Shelter and NFI Cluster","16873288","9336097","55"
"PSE","2021","WASH","26708780","7424982","28"
"PSE","2021","Education","8000000","6730837","84"
"PSE","2021","Food Security","33096958","27555703","83"
"PSE","2021","Health and  Nutrition","10045000","6724461","67"
"PSE","2021","Protection","9615000","2350219","24"
"PSE","2021","Shelter and NFI","19011760","7037622","37"
"PSE","2021","WASH","6456423","6514348","101"
"PSE","2020","Coordination and Support Services","9767837","3652787","37"
"PSE","2020","Education","15331696","22547913","147"
"PSE","2020","Education COVID-19","7120698","2518896","35"
"PSE","2020","Food Security Sector","213922868","125586449","59"
"PSE","2020","Food Security Sector COVID-19","18017577","10511246","58"
"PSE","2020","Health and Nutrition Cluster","35954220","23489846","65"
"PSE","2020","Health and Nutrition Cluster COVID-19","31304992","32060300","102"
"PSE","2020","Protection","33674019","39796915","118"
"PSE","2020","Protection COVID-19","2365740","1180043","50"
"PSE","2020","Shelter/NFIs","10209644","3155155","31"
"PSE","2020","Shelter/NFIs COVID-19","3570551","650006","18"
"PSE","2020","WASH","27615354","10394299","38"
"PSE","2020","WASH COVID-19","8802817","4536303","52"
"PSE","2019","Coordination and Support Services","18489828","3706809","20"
"PSE","2019","Education","15318372","6360351","42"
"PSE","2019","Food Security Sector","205651973","151917267","74"
"PSE","2019","Health and Nutrition Cluster","31496553","19808878","63"
"PSE","2019","Protection","35883244","23415540","65"
"PSE","2019","Shelter/NFIs","14294447","7758974","54"
"PSE","2019","WASH","27401611","20474650","75"
"PSE","2018","Coordination and Support Services","27150327","7738948","29"
"PSE","2018","Education","20325652","5896398","29"
"PSE","2018","Food Security Sector","288892657","122310924","42"
"PSE","2018","Health and Nutrition Cluster","26974067","20226104","75"
"PSE","2018","Protection","40888031","18409337","45"
"PSE","2018","Shelter/NFIs","89992089","11982669","13"
"PSE","2018","WASH","45498932","11905317","26"
"PSE","2017","Coordination and Support Services","19024998","11389487","60"
"PSE","2017","Education","20261954","5669482","28"
"PSE","2017","Food Security","299683368","152441023","51"
"PSE","2017","Health and Nutrition","18328004","12574375","69"
"PSE","2017","Protection","53770798","30667583","57"
"PSE","2017","Shelter NFIs","103615967","32473623","31"
"PSE","2017","WASH","37191554","14334955","39"
"PSE","2016","Coordination and Support Services","16490725","10279614","62"
"PSE","2016","Education","18012851","7191056","40"
"PSE","2016","Food Security","322785419","159399848","49"
"PSE","2016","Health and Nutrition","25765842","9337443","36"
"PSE","2016","Protection","45928028","27581660","60"
"PSE","2016","Shelterr NFIs","112089693","45006355","40"
"PSE","2016","WASH","29629938","9187590","31"
"PSE","2015","Coordination and Support Services","23235547","15627990","67"
"PSE","2015","Education","20330672","9277544","46"
"PSE","2015","Food Security","324954229","196657381","61"
"PSE","2015","Health and Nutrition","21212516","10385561","49"
"PSE","2015","Protection","51935541","33908580","65"
"PSE","2015","Shelter/NFI","225168708","104827956","47"
"PSE","2015","WASH","39213897","19862601","51"
"PSE","2014","Coordination and Support Services","21193179","44608290","210"
"PSE","2014","Education","47903132","11286265","24"
"PSE","2014","Food Security","538318973","260150356","48"
"PSE","2014","Health and Nutrition","39057959","25329827","65"
"PSE","2014","Protection","57446178","37333730","65"
"PSE","2014","Shelter/NFI","163968741","93123437","57"
"PSE","2014","WASH","63198292","15625987","25"
"PSE","2013","AGRICULTURE","31665733","15189059","48"
"PSE","2013","CASH FOR WORK","70481900","38233584","54"
"PSE","2013","COORDINATION AND SUPPORT SERVICES","21295427","20258116","95"
"PSE","2013","EDUCATION","22408092","8211803","37"
"PSE","2013","FOOD","160052254","127258014","80"
"PSE","2013","HEALTH AND NUTRITION","22536007","11759666","52"
"PSE","2013","PROTECTION","53093279","33412052","63"
"PSE","2013","WATER, SANITATION AND HYGIENE","19307048","6041245","31"
"PSE","2012","AGRICULTURE","24921339","15298559","61"
"PSE","2012","CASH FOR WORK","95559928","33901046","35"
"PSE","2012","COORDINATION AND SUPPORT SERVICES","21167518","20260026","96"
"PSE","2012","EDUCATION","16662763","9112081","55"
"PSE","2012","FOOD","170513876","146495641","86"
"PSE","2012","HEALTH AND NUTRITION","20742170","21586420","104"
"PSE","2012","PROTECTION","46131077","34045948","74"
"PSE","2012","WATER, SANITATION AND HYGIENE","24208531","13517173","56"
"PSE","2011","AGRICULTURE","35615978","13256753","37"
"PSE","2011","CASH FOR WORK AND CASH ASSISTANCE","143756641","56962214","40"
"PSE","2011","COORDINATION AND SUPPORT SERVICES","20856891","21439660","103"
"PSE","2011","EDUCATION","16412085","4929661","30"
"PSE","2011","FOOD SECURITY","203960496","130646480","64"
"PSE","2011","HEALTH AND NUTRITION","21112737","16354771","77"
"PSE","2011","PROTECTION","39846071","27999263","70"
"PSE","2011","SHELTER AND NON-FOOD ITEMS","21580342","8950783","41"
"PSE","2011","WATER, SANITATION AND HYGIENE","33786722","13131869","39"
"PSE","2010","AGRICULTURE","46608762","11190176","24"
"PSE","2010","CASH FOR WORK AND CASH ASSISTANCE","193033142","67096761","35"
"PSE","2010","COORDINATION AND SUPPORT SERVICES","23307169","22067853","95"
"PSE","2010","EDUCATION ","24024569","4187327","17"
"PSE","2010","FOOD SECURITY ","183154461","117326671","64"
"PSE","2010","HEALTH AND NUTRITION","22350184","18659463","83"
"PSE","2010","PROTECTION","55354485","30574483","55"
"PSE","2010","SHELTER AND NON-FOOD ITEMS","17010776","10604706","62"
"PSE","2010","WATER, SANITATION AND HYGIENE","38564991","15639175","41"
"PSE","2009","Agriculture","49115482","26491773","54"
"PSE","2009","Cash for Work and Cash Assistance","145342314","133332176","92"
"PSE","2009","Coordination and Support Services","42277754","44693538","106"
"PSE","2009","Early Recovery","15461837","7583348","49"
"PSE","2009","Education","34761396","17573177","51"
